,Block,Pout,COND,2Ncond,P,Pe,Pmost,RP ,Ndep,Ncon,Cdep,Blockbit,Branchbit,Maxbranchbit,Minbranchbit,Blockbranch,Rbit,NewRcond,trojan
4400,6.21,0.34261,40.7931,1.0,3.97e+17,3.6e+17,0.50171,1.21e+17,0.0,1.0,1.0,4.0,1.0,4.0,1.0,3.8150470219435735,0.52021432,1.105597039,0.0
4401,2.96,1.0,163.8219,1.0,5.23e+17,3.55e+17,0.9303,5.12e+17,0.0,0.0,1.0,3.0,1.0,51.0,1.0,6.0,0.501941144,0.718566108,0.0
4402,3.15,0.28575,-23.9415,1.0,1.21e+17,3.65e+17,0.49708,1.15e+17,2.0,1.0,1.0,4.0,1.0,3.0,1.0,4.0,0.120951966,1.851679443,0.0
4403,1.98,1.0,30.6259,1.0,0.00195,3.84e+17,0.49132,1.05e+17,0.0,2.0,0.999400314,124.0,4.0,3.0,1.0,2.0,0.288104822,2.041477938,0.0
4404,0.69,0.4376,61.056,11.0,0.00195,4.6e+17,0.49049,1.6e+17,0.0,1.0,0.999622627,134.0,1.0,3.0,1.0,6.0,0.283390387,2.000249545,0.0
4405,4.93,1.0,-56.2349,1.0,0.00195,1.07e+18,0.49579,0.00391,0.0,3.0,0.997743537,2.0,2.0,4.0,1.0,4.0,0.231101636,3.0,1.0
4406,4.54,1.0,9.7955,1.0,2.5e+16,0.00024,0.49631,0.00391,0.0,1.0,0.9998511,6.0,2.0,125.0,4.0,4.0,0.511044158,0.924975288,0.0
4407,1.08,1.0,20774.3187,111.0,1.59e+17,3.87e+17,0.92233,4.62e+17,0.0,1.0,0.999685912,5.0,1.0,2.0,1.0,11.0,0.286504476,2.081287186,0.0
4408,1.89,0.18718,31.0215,1.0,6.11e+16,3.12e+17,0.50112,5.36e+17,0.0,2.0,1.0,1.0,2.0,4.0,1.0,4.0,0.491168485,1.427189094,0.0
4409,1.92,0.28631,67.5673,310.0,0.00195,4.5e+17,0.49684,8.92e+16,0.0,1.0,1.0,4.0,2.0,28.0,1.0,12.0,0.498410992,1.79224611,0.0
4410,1.88,1.0,71.6951,1965.0,0.00195,1.31e+17,0.49135,5.7e+16,0.0,1.0,0.99921954,2.0,1.0,1.0,1.0,2.0,0.510032531,2.060863655,1.0
4411,6.18,1.0,5.2365,9.0,0.00195,4.01e+17,0.49227,9.42e+16,0.0,1.0,0.997252831,3.0,1.0,2.0,1.0,2.0,0.500358214,1.726222078,0.0
4412,0.88,0.56711,69.9746,1.0,0.00195,1.45e+17,0.49963,0.00391,0.0,2.0,0.999950362,1.0,2.0,2.0,6.0,1.0,0.345927894,2.004160523,0.0
4413,0.4,1.0,146.0862,2.0,7.29e+17,3.69e+17,0.49545,0.00391,0.0,1.0,1.0,7.0,2.0,2.0,1.0,4.0,0.146973668,1.261885657,0.0
4414,2.06,1.0,17.1562,1.0,1.32e+17,7.24e+17,0.39253,0.00391,0.0,0.0,1.0,2.0,1.0,2.0,24.0,6.0,0.51570212,0.822992414,0.0
4415,3.33,1.0,-26.5173,1.0,0.00195,0.00024,0.49972,2.06e+17,0.0,1.0,0.999242309,5.0,2.0,2.0,1.0,1.0,0.503955004,2.049263472,0.0
4416,3.88,1.0,156.3048,1.0,2.51e+17,2.57e+17,0.49636,0.00391,0.0,0.0,0.99783345,3.0,1.0,1.0,1.0,2.0,0.317176624,2.139522091,0.0
4417,6.53,1.0,41.515,1.0,1.33e+17,4e+17,0.50707,4.14e+17,0.0,0.0,0.999283494,2.0,1.0,3.0,2.0,3.0,0.069309241,2.731981487,0.0
4418,3.31,0.2067,61.6054,1.0,0.00195,1.13e+17,0.49622,9.18e+17,0.0,2.0,0.998510688,3.0,1.0,2.0,4.0,6.0,0.128645054,2.06892815,0.0
4419,3.36,0.25991,6.6189,1.0,0.00195,2.09e+17,0.49999,2.96e+17,0.0,1.0,0.998772152,4.0,1.0,26.0,1.0,3.0,1.0,1.222533319,0.0
4420,4.77,1.0,96.8499,1.0,4.31e+16,0.00024,0.94908,4.64e+17,0.0,2.0,0.998611533,36.0,1.0,129.0,1.0,4.0,0.129415724,0.461721514,0.0
4421,0.44,1.0,68.9595,1.0,1.95e+17,8.7e+17,0.49572,0.00391,0.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,0.046688935,2.130024662,0.0
4422,4.99,1.0,119.9442,2.0,1.12e+17,7.78e+17,0.49193,0.00391,0.0,2.0,0.998963357,26.0,2.0,2.0,1.0,6.0,0.064350577,0.918283628,0.0
4423,2.81,1.0,122.6768,7.0,0.00195,4.26e+17,0.50565,0.00391,0.0,1.0,0.997842547,1.0,2.0,1.0,1.0,4.0,0.493554512,2.712587049,0.0
4424,3.19,1.0,175.8457,1.0,1.92e+17,1.4e+17,0.48919,8.4e+17,0.0,1.0,0.998458586,2.0,1.0,4.0,2.0,6.0,0.032439017,3.0,1.0
4425,5.64,1.0,48.0957,4.0,4.85e+17,6.17e+17,0.50032,1.64e+17,0.0,2.0,1.0,131.0,3.0,3.0,1.0,11.0,0.055834887,1.205953301,0.0
4426,2.47,1.0,80.6503,1.0,3.75e+16,8.52e+17,0.93692,0.00391,0.0,2.0,1.0,37.0,1.0,2.0,1.0,1.0,0.085975348,3.0,0.0
4427,1.99,0.26466,116.3072,11.0,9.47e+16,3.02e+17,0.49596,0.00391,0.0,2.0,0.999379498,126.0,3.0,3.0,5.0,1.0,0.104796271,1.235350301,0.0
4428,7.9,0.99651,55.8179,1.0,7.6e+16,0.00024,0.48479,5.74e+17,0.0,0.0,0.999225135,2.0,1.0,1.0,1.0,4.0,0.276689332,1.907737553,0.0
4429,3.24,1.0,148.6283,5.0,3.01e+17,1130840000000000.0,0.49272,3.78e+17,0.0,0.0,0.998046285,1.0,1.0,129.0,1.0,4.0,0.259388283,3.0,0.0
4430,3.09,1.0,23.5012,3.0,0.00195,5.57e+17,0.50052,2.33e+17,0.0,2.0,0.998182683,5.0,2.0,3.0,6.0,4.0,5.83e-05,3.0,0.0
4431,0.75,1.0,104.8279,2.0,0.00195,7.79e+17,0.49376,1.69e+17,1.0,1.0,0.99789854,1.0,1.0,1.0,1.0,3.0,0.476593275,1.750925385,0.0
4432,2.65,1.0,121.5443,1.0,0.00195,7.43e+17,0.49252,0.00391,0.0,2.0,0.998279178,7.0,17.0,1.0,1.0,2.0,0.534238324,2.040554668,0.0
4433,0.59,1.0,21093.76,19.0,3.23e+17,3.12e+17,0.49983,6.23e+17,0.0,2.0,0.99945751,5.0,1.0,3.0,1.0,2.0,0.512398839,3.0,0.0
4434,0.72,1.0,176.7056,1.0,4.49e+17,5.29e+17,0.49753,3.27e+17,0.0,2.0,1.0,128.0,1.0,1.0,1.0,4.0,0.972303741,1.246968325,0.0
4435,3.62,1.0,-9.119,1.0,0.00195,3.66e+17,0.50374,1.51e+17,0.0,2.0,0.999085422,3.0,1.0,1.0,39.0,3.0,0.518766215,3.0,0.0
4436,3.03,0.25489,77.4181,1.0,0.00195,3.73e+17,0.49768,0.00391,0.0,2.0,0.999021738,2.0,1.0,3.0,1.0,4.0,0.506200475,2.053601138,0.0
4437,1.79,1.0,46.7415,1.0,0.00195,5.61e+17,0.39791,0.00391,0.0,3.0,0.999244981,2.0,2.0,3.0,1.0,2.0,5.83e-05,2.516019645,0.0
4438,7.03,0.32556,-76.8164,1.0,8.2e+17,5.06e+17,0.50758,0.00391,0.0,2.0,0.999797723,4.0,2.0,4.0,1.0,3.0,0.042378494,1.316062482,0.0
4439,2.0,0.28396,26.8918,1.0,1.77e+17,0.00024,0.49217,3.42e+17,0.0,2.0,0.9985558,2.0,1.0,2.0,1.0,5.0,0.50966134,3.0,0.0
4440,6.49,1.0,82.956,1.0,0.00195,3.21e+17,0.93737,1.62e+17,0.0,1.0,1.0,134.0,2.0,3.0,1.0,3.0,0.265351569,1.280379256,0.0
4441,0.25,0.51376,126.9312,1.0,7.81e+17,0.00024,0.4885,0.00391,0.0,2.0,0.999038569,3.0,1.0,4.0,1.0,4.0,0.115577148,2.455170087,0.0
4442,7.55,0.31384,-61.2629,1.0,0.00195,2.95e+17,0.49154,7.36e+16,0.0,2.0,1.0,3.0,125.0,1.0,1.0,3.0,0.970883301,1.812897228,0.0
4443,7.69,0.10426,70.4077,1.0,0.00195,4.03e+17,0.49445,1.53e+17,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.492149799,0.0
4444,0.98,1.0,74.4807,72.0,4.36e+16,1.45e+16,0.50403,3.59e+16,0.0,2.0,0.998964943,134.0,129.0,2.0,1.0,11.0,0.499212443,2.001549423,0.0
4445,2.0,1.0,35.6974,1.0,7519350000000000.0,3.82e+17,0.49488,4.45e+17,0.0,1.0,0.999569665,2.0,2.0,3.0,1.0,2.0,0.202557381,0.499322196,0.0
4446,1.04,1.0,-40.2234,1.0,3.61e+17,4.24e+17,0.49486,0.00391,0.0,3.0,0.998894678,2.0,2.0,6.0,1.0,4.0,0.26770985,2.562675239,1.0
4447,0.4,1.0,111.9503,1.0,2.07e+17,3.67e+16,0.49186,3.1e+17,0.0,2.0,0.999008584,2.0,1.0,3.0,34.0,4.0,1.0,2.018640646,0.0
4448,0.45,1.0,35.5529,1.0,1.95e+17,6.43e+16,0.4952,2.74e+17,0.0,2.0,1.0,3.0,2.0,3.0,34.0,4.0,0.035286391,0.403356968,0.0
4449,2.15,1.0,14.19,1.0,0.00195,7.07e+17,0.50109,0.00391,0.0,2.0,1.0,5.0,3.0,34.0,1.0,1.0,0.169090175,3.0,0.0
4450,6.75,1.0,42.8328,1.0,3.18e+17,1433000000000000.0,0.25,1.3e+16,0.0,2.0,0.999849429,6.0,3.0,3.0,2.952894378729195,2.0,0.491287614,3.0,0.0
4451,1.78,1.0,-36.1651,9.0,1.11e+17,2.03e+17,0.49412,3.68e+17,0.0,1.0,0.998252752,4.0,1.0,2.0,1.0,1.0,0.512424545,0.786236026,0.0
4452,7.02,0.26803,115.6914,16.0,1.44e+17,3.62e+17,0.48846,2.72e+17,0.0,0.0,0.999231154,30.0,1.0,2.0,1.0,4.0,0.254441129,3.0,0.0
4453,1.69,0.99895,30.652,1.0,0.00195,2.78e+17,0.30012,3.49e+17,0.0,2.0,1.0,3.0,1.0,4.0,3.0,2.0,0.172675305,0.65736922,0.0
4454,2.02,1.0,70.1951,2018.0,0.00195,7.67e+17,0.90944,9.99e+17,0.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,0.053967629,2.096294493,1.0
4455,4.81,0.32079,70.9035,1.0,0.00195,0.00024,0.49164,2.33e+17,0.0,2.0,0.99961393,2.0,2.0,3.0,1.0,3.0,0.507452628,3.0,0.0
4456,0.86,1.0,81.6134,1.0,0.00195,0.00024,0.49992,2.23e+17,0.0,1.0,0.999441257,130.0,1.0,4.0,1.0,4.0,0.497911175,1.442491909,0.0
4457,1.96,1.0,146.3484,1.0,0.00195,5.91e+17,0.48705,0.00391,0.0,1.0,0.999247661,3.0,107.0,2.0,1.0,4.0,0.241426314,1.747763847,0.0
4458,3.64,1.0,146.5211,6.0,5.26e+17,5.87e+17,0.49816,1.1e+17,0.0,3.0,0.99926316,7.0,2.0,3.0,5.0,2.0,0.247348195,1.266033846,0.0
4459,2.96,1.0,59.3817,1.0,0.00195,1.92e+17,0.49137,2.6e+17,0.0,3.0,1.0,5.0,1.0,1.0,1.0,2.0,0.091358829,1.35387864,0.0
4460,4.09,1.0,66.0656,4.0,3.04e+17,1.98e+17,0.50059,4.51e+17,0.0,0.0,0.998045492,1.0,2.0,129.0,1.0,6.0,0.267533219,0.881424634,0.0
4461,5.25,0.99518,88.5914,1.0,0.00195,0.00024,0.50087,5.52e+16,0.0,0.0,1.0,6.0,2.0,3.0,1.0,6.0,0.07402954,1.222388392,0.0
4462,0.55,0.57389,159.5951,1.0,1.05e+17,6.5e+17,0.49936,3.75e+17,0.0,0.0,1.0,1.0,1.0,3.0,1.0,3.0,0.033221528,2.022378281,0.0
4463,4.43,1.0,59.1345,1.0,1.84e+17,0.00024,0.31612,5.79e+17,0.0,3.0,0.999741062,6.0,2.0,4.0,5.0,4.0,0.055764268,0.628566331,0.0
4464,1.83,1.0,30.6598,1.0,8.1e+16,7.91e+17,0.49599,2.18e+17,0.0,1.0,1.0,26.0,1.0,4.0,1.0,1.0,0.291187224,0.94559431,0.0
4465,0.7,1.0,-54.4311,2.0,0.00195,4.63e+17,0.49915,0.00391,0.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,0.118955049,2.987541301,0.0
4466,8.06,0.99377,86.0298,1.0,8.17e+16,0.00024,0.49162,1.14e+17,0.0,2.0,1.0,121.0,1.0,1.0,1.0,1.0,0.527761838,1.734608789,1.0
4467,3.4,1.0,31.7437,1.0,1.77e+17,1.94e+17,0.48944,0.00391,0.0,1.0,0.99736481,3.0,1.0,49.0,1.0,2.0,0.477675618,2.001294644,0.0
4468,2.6,1.0,70.5038,1.0,0.00195,3.04e+17,0.50219,3.06e+17,0.0,0.0,0.998921248,5.0,2.0,3.0,1.0,3.0,0.362351936,1.006852843,0.0
4469,3.2,1.0,-8.6917,5.0,0.00195,0.00024,0.50055,3.88e+17,0.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,0.102993834,2.077810759,0.0
4470,0.59,1.0,13.7996,7.0,1.87e+16,0.00024,0.50149,3.1e+16,0.0,1.0,0.999731656,2.0,1.0,30.0,2.952894378729195,3.8150470219435735,0.17569793,2.037926314,1.0
4471,3.28,1.0,-18.0498,16.0,4.12e+17,4.81e+16,0.49235,3.11e+17,0.0,2.0,1.0,8.0,1.0,4.0,3.0,4.0,0.32213087,2.528965468,0.0
4472,2.63,0.50117,142.0482,1.0,0.00195,3.73e+17,0.49241,5.8e+17,0.0,1.0,1.0,3.0,1.0,3.0,1.0,4.0,0.481918974,2.990534189,0.0
4473,6.2,1.0,66.0279,1.0,0.00195,1.04e+17,0.89192,2.84e+17,0.0,1.0,0.998910563,33.0,1.0,4.0,4.0,4.0,0.125987945,0.535345897,1.0
4474,7.87,1.0,78.1706,1.0,0.00195,7.97e+17,0.49763,8.9e+17,0.0,2.0,0.998171467,130.0,1.0,4.0,1.0,3.0,0.050181366,2.04825422,0.0
4475,3.02,1.0,133.7373,4.0,2.71e+17,4.51e+17,0.50201,0.00391,0.0,1.0,1.0,119.0,3.0,2.0,6.0,2.0,0.288519159,1.235136198,0.0
4476,0.8,1.0,131.1257,1.0,6.13e+17,0.00024,0.49046,1.67e+17,0.0,0.0,0.998784857,1.0,1.0,2.0,1.0,2.0,0.980774724,2.083144159,0.0
4477,3.27,1.0,61.1129,1.0,2.11e+17,1.16e+18,0.4966,5.87e+16,0.0,1.0,0.998211315,2.0,2.0,2.0,1.0,8.0,0.081137874,1.691899868,0.0
4478,3.52,1.0,49.1324,4.0,2.69e+17,6.19e+17,0.49012,0.00391,0.0,2.0,0.998333519,2.0,3.0,1.0,4.0,3.0,0.334560825,0.755871456,0.0
4479,0.79,1.0,79.8944,8.0,0.00195,5.48e+17,0.31087,0.00391,0.0,2.0,0.999771009,38.0,1.0,4.0,6.0,3.0,0.285423494,3.0,0.0
4480,1.91,0.57879,73.686,1.0,0.00195,5.22e+16,0.49619,4.26e+17,0.0,2.0,0.998940161,4.0,1.0,2.0,1.0,2.0,0.219964445,0.628589513,0.0
4481,3.08,0.20699,62.1528,6.0,1.22e+17,0.00024,0.49503,6.99e+16,0.0,2.0,1.0,5.0,1.0,5.0,1.0,2.0,0.158475856,2.035690349,0.0
4482,5.34,1.0,144.2708,3.0,0.00195,3.2e+17,0.49694,3.05e+17,0.0,2.0,0.997940062,5.0,1.0,39.0,1.0,4.0,0.125043376,0.872987847,0.0
4483,6.97,0.15531,179.5948,3.0,0.00195,3.59e+17,0.50135,6.58e+17,0.0,1.0,1.0,3.0,1.0,129.0,1.0,12.0,0.518378363,1.647898955,0.0
4484,3.27,1.0,145.504,1.0,2.51e+17,0.00024,0.49605,9.45e+16,0.0,0.0,0.998063673,3.0,2.0,5.0,2.0,2.0,0.153938771,2.072286708,0.0
4485,8.35,1.0,99.007,1.0,7.05e+17,5.36e+17,0.48955,1.3e+16,0.0,1.0,1.0,132.0,1.0,2.0,1.0,1.0,0.099132015,3.0,0.0
4486,5.81,1.0,66.3462,1.0,1.59e+17,1.55e+17,0.4922,4.41e+17,0.0,2.0,1.0,4.0,1.0,2.0,1.0,4.0,0.101913628,0.809922018,0.0
4487,5.64,1.0,82.953,7.0,1.53e+17,3.87e+17,0.95607,1.37e+17,0.0,0.0,0.998856293,7.0,21.0,1.0,5.0,2.0,1.0,3.0,0.0
4488,3.38,1.0,72.1551,1.0,1.77e+17,1.79e+17,0.48948,3.51e+17,0.0,1.0,0.997932499,28.0,1.0,3.0,1.0,11.0,0.312627955,1.307277604,0.0
4489,2.04,0.36293,-64.3607,1.0,1.18e+17,6.73e+17,0.48657,0.00391,0.0,2.0,0.999915031,3.0,3.0,129.0,1.0,4.0,0.193728598,2.083303342,0.0
4490,2.15,0.55664,14.7713,1.0,3.57e+17,2.51e+17,0.49629,1.1e+17,0.0,0.0,0.999282172,1.0,2.0,2.0,1.0,5.0,0.512877534,3.0,0.0
4491,4.81,0.99958,102.7106,1.0,3.41e+17,8.56e+17,0.49436,0.00391,0.0,0.0,0.999508117,22.0,2.0,3.0,1.0,13.0,0.009375006,0.781938936,0.0
4492,5.69,0.32078,21.1426,1.0,0.00195,2.4e+17,0.49538,0.00391,0.0,1.0,0.999061143,1.0,4.0,2.0,1.0,6.0,1.0,3.0,0.0
4493,0.49,1.0,5.452,10.0,0.00195,4.35e+17,0.48918,3.17e+17,0.0,2.0,0.997773973,4.0,1.0,4.0,4.0,4.0,0.12443746,1.804083089,0.0
4494,5.5,0.21348,0.5463,1.0,0.00195,0.00024,0.49323,0.00391,0.0,2.0,0.999843218,6.0,2.0,129.0,1.0,4.0,0.042815213,2.036196581,0.0
4495,3.71,1.0,69.912,1.0,0.00195,1.04e+17,0.49849,0.00391,0.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,0.048133965,0.680688766,0.0
4496,1.72,1.0,51.8841,1.0,0.00195,4.15e+17,0.49867,2.09e+17,0.0,0.0,0.997882893,123.0,1.0,3.0,5.0,7.0,0.039192118,2.474505708,0.0
4497,3.34,1.0,30.6403,23.0,7.24e+17,4.72e+17,0.49583,3.93e+17,0.0,0.0,0.999564557,2.0,1.0,1.0,1.0,4.0,0.035533676,2.067327347,0.0
4498,1.84,1.0,33.1834,1.0,2.62e+17,9.54e+17,0.50049,7.37e+16,0.0,1.0,0.997871369,3.0,1.0,3.0,2.0,2.0,1.0,3.0,0.0
4499,0.69,1.0,3.3028,1.0,0.00195,2.98e+17,0.5009,0.00391,0.0,1.0,0.999899162,4.0,3.0,3.0,1.0,1.0,0.02952208,0.505185402,0.0
4500,0.8,1.0,35.619,9.0,0.00195,0.00024,0.4966,0.00391,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,0.984976909,2.095499087,0.0
4501,3.88,1.0,103.8023,1.0,0.00195,5.94e+17,0.49166,0.00391,0.0,1.0,1.0,6.0,2.0,3.0,2.952894378729195,4.0,0.495169675,3.0,0.0
4502,0.75,1.0,58.4893,6.0,0.00195,6.12e+17,0.49348,5.88e+17,0.0,1.0,0.99900049,1.0,1.0,2.0,1.0,4.0,0.517912127,3.0,0.0
4503,8.03,1.0,94.1328,1.0,8.28e+16,2.25e+17,0.49131,6.22e+17,0.0,2.0,0.999464352,3.0,2.0,3.0,1.0,4.0,0.013217108,2.066457175,0.0
4504,3.54,1.0,144.2559,1.0,0.00195,6.4e+17,0.49613,5.13e+17,0.0,3.0,0.998474988,8.0,2.0,3.0,5.0,4.0,0.189246724,1.409185464,0.0
4505,7.3,1.0,-88.1661,1.0,5.2e+17,0.00024,0.50022,0.00391,0.0,1.0,0.99980107,1.0,3.0,1.0,1.0,1.0,1.0,1.783207412,0.0
4506,2.74,0.99649,84.9338,25.0,1.23e+17,5.99e+17,0.49696,1.01e+17,0.0,3.0,0.999704929,2.0,2.0,1.0,1.0,2.0,1.0,1.309664497,0.0
4507,4.04,1.0,3.8205,1.0,1.53e+17,7.89e+16,0.49814,1.17e+17,0.0,3.0,1.0,4.0,1.0,3.0,6.0,5.0,0.323639068,1.306409451,0.0
4508,0.68,1.0,-22.4065,6.0,0.00195,5.19e+17,0.5059,5.55e+17,0.0,2.0,0.999791732,4.0,1.0,1.0,1.0,2.0,0.306849879,1.755480012,0.0
4509,2.71,0.31693,147.0676,1.0,2.42e+17,4.3e+17,0.49347,0.00391,0.0,2.0,0.998326318,3.0,2.0,2.0,1.0,4.0,0.524352678,0.775210042,0.0
4510,0.07,0.34181,51.4806,1.0,5.32e+17,3.93e+17,0.49572,0.00391,0.0,1.0,1.0,7.0,2.0,2.0,1.0,4.0,0.983606314,1.969948629,0.0
4511,7.21,1.0,51.5303,12.0,0.00195,3.55e+17,0.49854,0.00391,0.0,2.0,0.998090119,133.0,1.0,4.0,5.0,4.0,0.112597858,3.0,0.0
4512,0.75,1.0,91.8694,1.0,5.8e+17,1.81e+17,0.90903,2.99e+17,0.0,2.0,0.999258674,3.0,2.0,4.0,1.0,2.0,0.108307109,1.484049569,0.0
4513,1.23,0.36368,114.5894,1.0,0.00195,5.81e+17,0.93742,1773860000000000.0,0.0,1.0,0.998460412,2.0,1.0,3.0,1.0,3.0,0.106370668,1.956407291,0.0
4514,0.59,1.0,154.6636,2111.0,3.11e+17,2.34e+17,0.49115,4.39e+17,0.0,1.0,0.998257187,34.0,3.0,2.0,1.0,3.0,0.153521564,3.0,0.0
4515,2.9,1.0,93.6941,1.0,0.00195,0.00024,0.39932,0.00391,0.0,1.0,0.998943581,1.0,1.0,1.0,1.0,5.0,0.162968042,0.786377953,0.0
4516,4.11,1.0,-13.3115,1.0,4.71e+17,5.46e+17,0.49378,0.00391,0.0,2.0,0.999858242,3.0,2.0,1.0,5.0,3.0,0.225874136,0.451056376,0.0
4517,1.91,0.9942,-11.5843,1.0,2.92e+17,2.21e+16,0.49446,3.72e+17,0.0,0.0,0.998756658,1.0,1.0,2.0,25.0,12.0,0.19192548,3.0,0.0
4518,6.12,1.0,-12.9832,1.0,5.76e+16,1.02e+18,0.48671,0.00391,0.0,2.0,1.0,37.0,3.0,129.0,2.0,3.0,0.482918486,1.360232069,0.0
4519,8.54,1.0,21.1648,1.0,0.00195,2.16e+17,0.49148,5.3e+17,0.0,0.0,0.999169364,134.0,2.0,2.0,1.0,1.0,0.488470993,0.832776948,0.0
4520,6.85,1.0,193.4181,1.0,1.71e+17,4.27e+17,0.49449,0.00391,0.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,0.061946899,3.0,0.0
4521,3.97,1.0,131.8915,1.0,0.00195,3.19e+17,0.50318,3.02e+17,0.0,3.0,1.0,32.0,1.0,3.0,29.0,4.0,0.027595969,1.27459617,0.0
4522,3.01,1.0,-29.3334,5.0,0.00195,5.76e+17,0.49182,0.00391,0.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,0.505998592,1.969869456,0.0
4523,6.54,0.22237,82.062,15.0,1.02e+17,5.69e+17,0.49625,1.04e+17,0.0,0.0,0.998731961,6.0,8.0,2.0,1.0,3.8150470219435735,0.488725789,1.371155011,0.0
4524,8.03,0.27815,29.6356,1.0,5.01e+17,2.9e+17,0.49575,0.00391,0.0,0.0,1.0,5.0,1.0,45.0,1.0,4.0,0.496510249,3.0,0.0
4525,0.51,1.0,120.3015,116.0,0.00195,4.39e+17,0.49554,1.39e+17,0.0,2.0,1.0,3.0,3.0,3.0,4.0,2.0,0.100150116,0.629894286,0.0
4526,2.1,0.33542,-83.8207,9.0,0.00195,2.1e+17,0.49454,0.00391,0.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,0.464770792,2.086141466,0.0
4527,0.67,0.99556,26.7727,1.0,0.00195,2.77e+17,0.4913,1.17e+17,0.0,2.0,0.998708412,122.0,1.0,4.0,1.0,3.0,0.99100172,0.598045112,0.0
4528,0.36,1.0,63.1554,6.0,3.61e+16,1.07e+17,0.89537,6.37e+17,0.0,0.0,1.0,2.0,1.0,5.0,1.0,1.0,0.491839356,1.216217547,0.0
4529,4.65,0.30418,80.9258,1.0,0.00195,4.34e+17,0.48907,0.00391,0.0,1.0,0.999257488,114.0,1.0,2.0,2.952894378729195,6.0,0.176611236,0.297752659,0.0
4530,3.44,1.0,121.1269,1.0,4.05e+17,4.5e+17,0.4935,2.63e+17,0.0,2.0,0.999645706,3.0,1.0,3.0,1.0,2.0,0.362454953,0.465186918,0.0
4531,3.38,1.0,23.7802,1.0,3.44e+17,3.27e+17,0.49805,2.89e+17,0.0,1.0,1.0,6.0,2.0,4.0,2.0,3.0,0.303323606,3.0,0.0
4532,3.31,1.0,98.0554,1.0,0.00195,1.47e+17,0.49119,0.00391,0.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,0.124169179,0.423316736,0.0
4533,5.5,1.0,35.8722,1.0,6.09e+17,3.06e+17,0.4975,3.4e+17,0.0,1.0,0.999469023,2.0,1.0,3.0,2.952894378729195,3.0,0.121265936,2.692451546,0.0
4534,3.28,1.0,-12.8208,1.0,2.71e+17,6.81e+17,0.50495,2.5e+17,0.0,1.0,1.0,134.0,1.0,2.0,1.0,4.0,0.485215691,0.601859416,0.0
4535,0.21,1.0,53.5356,1.0,1.45e+17,2.76e+17,0.92625,2.36e+17,0.0,0.0,0.999868946,1.0,3.0,3.0,1.0,2.0,0.109117664,1.215899434,0.0
4536,1.81,1.0,0.3628,1.0,0.00195,1.84e+17,0.49544,0.00391,0.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,0.06902015,3.0,0.0
4537,3.82,0.28259,21281.0,2074.0,3.63e+17,3.31e+17,0.49086,2.84e+17,0.0,1.0,0.998452463,3.0,1.0,3.0,1.0,2.0,0.334004412,0.555983889,0.0
4538,0.65,1.0,92.1143,14.0,0.00195,6.11e+17,0.49596,0.00391,0.0,0.0,0.333333333,5.0,1.0,1.0,1.0,2.0,0.941010032,2.064361587,0.0
4539,5.38,1.0,106.4711,1.0,0.00195,9.48e+17,0.89064,0.00391,0.0,127.0,0.9985355,1.0,114.0,1.0,1.0,6.0,1.0,2.100885872,0.0
4540,3.23,0.34434,55.6529,1.0,0.00195,3.84e+17,0.49577,0.00391,0.0,120.0,0.998402143,2.0,127.0,2.0,15.0,3.0,0.093218787,3.0,0.0
4541,1.88,1.0,66.465,1.0,0.00195,2.16e+17,0.93006,0.00391,0.0,2.0,0.998598351,3.0,3.0,5.0,1.0,3.0,0.311206698,1.720173382,0.0
4542,2.14,1.0,102.6557,1.0,4.14e+16,4.71e+17,0.50061,3.27e+17,0.0,0.0,0.999841769,6.0,1.0,2.0,2.0,2.0,0.317329593,1.259754608,0.0
4543,3.71,0.28824,77.9641,1.0,1.65e+17,5.85e+17,0.49565,6.15e+16,0.0,0.0,1.0,129.0,2.0,3.0,1.0,4.0,0.087465098,2.025530809,0.0
4544,0.87,1.0,21281.0,1.0,0.00195,2.25e+17,0.98038,1.81e+17,0.0,0.0,1.0,2.0,1.0,1.0,1.0,3.0,0.486541459,3.0,0.0
4545,3.12,0.22536,39.2477,1.0,0.00195,1.9e+16,0.49875,3.85e+17,0.0,1.0,0.999878342,6.0,3.0,129.0,1.0,1.0,0.502141715,2.080407348,1.0
4546,2.09,1.0,53.5145,1.0,0.00195,3.64e+17,0.49552,2.1e+17,0.0,0.0,0.998293195,1.0,1.0,3.0,1.0,4.0,0.216165214,0.592623451,0.0
4547,2.23,1.0,-41.54,139.0,0.00195,6.69e+17,0.49742,4.61e+17,0.0,0.0,0.998102357,3.0,1.0,1.0,1.0,6.0,1.0,0.747492998,0.0
